frame_id,component_id,node_cov_wmean,node_cov_wmedian,node_cov_wtrimmed,node_cov_ivw_meta,node_cov_wstd,node_cov_p10,node_cov_p50,node_cov_p90,n_proteins,mean_dup_rate,mean_graph_size,sum_graph_size
0,0,0.8486238532110092,0.8541666666666666,0.8457583547557841,0.8425492859295385,0.01442395354412913,0.8333877551020409,0.8541666666666666,0.8601823708206686,9,0.9617926476662535,48.44444444444444,436
0,1,0.8486238532110092,0.8541666666666666,0.8457583547557841,0.8425492859295385,0.01442395354412913,0.8333877551020409,0.8541666666666666,0.8601823708206686,9,0.9613617376775271,48.44444444444444,436
1,1,0.8463302752293578,0.8541666666666666,0.8431876606683805,0.840330754405901,0.014509295300225848,0.8333877551020409,0.8541666666666666,0.8578014184397162,9,0.0,48.44444444444444,436
10,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
11,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
12,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
13,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
14,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
15,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
16,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
17,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
18,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
19,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
2,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
20,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
21,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
22,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
23,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
24,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
25,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
26,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
27,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
28,1,0.08256880733944955,0.08333333333333333,0.08226221079691516,0.09098808095437312,0.0014155410049000823,0.08130612244897958,0.08333333333333333,0.08368794326241134,9,0.0,48.44444444444444,436
